age,age_group,workclass,education_level,education_years,marital_status,occupation,relationship,race,sex,capital_gain_usd,capital_loss_usd,hours_per_week,native_country,source_split,high_income
21,17-24,Private,HS-grad,9,Married-spouse-absent,Exec-managerial,Other-relative,White,Female,0,0,60,United-States,train,0
62,55-64,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,train,0
64,55-64,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,,train,1
56,55-64,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,test,0
34,25-34,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,test,1
39,35-44,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,55,United-States,test,1
32,25-34,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,train,0
33,25-34,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,test,0
53,45-54,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,train,0
20,17-24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,train,0
27,25-34,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,test,0
31,25-34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,train,0
36,35-44,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,train,1
29,25-34,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,45,United-States,train,0
57,55-64,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,test,1
21,17-24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,test,0
35,35-44,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,test,0
39,35-44,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,54,United-States,test,0
46,45-54,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,test,1
36,35-44,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,test,0
46,45-54,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,train,0
21,17-24,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,test,0
38,35-44,Self-emp-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,test,0
76,65+,,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,5,United-States,test,0
55,55-64,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines,train,0
18,17-24,Private,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,10,United-States,train,0
61,55-64,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,train,0
50,45-54,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,train,0
26,25-34,Private,11th,7,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,train,0
25,25-34,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,1564,30,United-States,test,1
31,25-34,Private,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,train,0
44,35-44,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,train,0
26,25-34,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,train,0
21,17-24,,Some-college,10,Never-married,,Own-child,White,Female,0,0,35,United-States,train,0
29,25-34,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,train,0
51,45-54,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,train,0
43,35-44,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,train,0
47,45-54,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,test,0
33,25-34,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,21,United-States,test,0
23,17-24,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,test,0
50,45-54,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,train,0
26,25-34,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India,train,0
24,17-24,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,75,United-States,test,0
28,25-34,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,55,United-States,test,0
26,25-34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,train,0
30,25-34,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States,test,0
53,45-54,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,40,United-States,train,1
44,35-44,Private,Some-college,10,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,40,United-States,train,1
33,25-34,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,train,0
29,25-34,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,test,0
22,17-24,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,train,0
46,45-54,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,Puerto-Rico,test,0
23,17-24,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Canada,train,0
26,25-34,Private,9th,5,Never-married,Farming-fishing,Other-relative,White,Male,0,0,40,Mexico,test,0
58,55-64,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,train,0
26,25-34,Private,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,Guatemala,train,0
45,45-54,,HS-grad,9,Never-married,,Other-relative,White,Male,0,0,25,United-States,test,0
68,65+,Self-emp-not-inc,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,test,0
28,25-34,Private,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,Other,Male,0,0,30,United-States,train,0
39,35-44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,train,1
55,55-64,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,35,United-States,test,0
37,35-44,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,train,0
45,45-54,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,train,0
24,17-24,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,train,0
36,35-44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,train,0
40,35-44,Private,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,train,0
61,55-64,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,test,1
29,25-34,Private,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,20,France,train,0
38,35-44,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3464,0,40,Columbia,train,0
26,25-34,Local-gov,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,train,0
40,35-44,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,train,0
51,45-54,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,train,1
81,65+,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,train,0
24,17-24,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,10520,0,40,United-States,test,1
32,25-34,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,train,1
35,35-44,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,50,United-States,test,0
67,65+,Local-gov,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,20,United-States,train,0
47,45-54,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,train,1
24,17-24,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Thailand,train,0
26,25-34,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,15,United-States,train,0
36,35-44,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,47,United-States,train,0
32,25-34,Private,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,30,United-States,train,0
35,35-44,Private,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,25,United-States,train,0
31,25-34,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,test,0
47,45-54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,train,0
35,35-44,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,test,1
67,65+,Private,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,0,2392,40,United-States,train,1
64,55-64,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,test,1
59,55-64,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,train,1
36,35-44,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,test,0
25,25-34,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,test,0
25,25-34,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,train,0
29,25-34,Local-gov,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,24,United-States,test,0
54,45-54,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,train,1
25,25-34,Local-gov,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,train,0
38,35-44,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,train,0
23,17-24,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,32,United-States,train,0
37,35-44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,Canada,train,1
45,45-54,Self-emp-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,4386,0,35,United-States,train,1
25,25-34,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,25,United-States,train,0
47,45-54,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,test,0
21,17-24,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,48,United-States,test,0
44,35-44,Private,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,test,0
26,25-34,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,England,test,0
33,25-34,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3781,0,40,United-States,train,0
67,65+,,9th,5,Divorced,,Not-in-family,White,Female,2050,0,40,United-States,train,0
34,25-34,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,6849,0,55,United-States,train,0
55,55-64,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,train,0
28,25-34,,10th,6,Never-married,,Own-child,White,Female,0,0,38,United-States,train,0
36,35-44,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,train,1
35,35-44,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,1887,50,Iran,train,1
20,17-24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,test,0
30,25-34,Local-gov,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,train,0
20,17-24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,test,0
34,25-34,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,train,0
25,25-34,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,England,train,0
55,55-64,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,30,United-States,train,0
40,35-44,Private,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Female,0,0,60,United-States,train,0
68,65+,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,48,United-States,test,0
34,25-34,Local-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,train,0
43,35-44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1977,52,United-States,train,1
20,17-24,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,train,0
37,35-44,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,train,1
24,17-24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,train,0
54,45-54,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,train,0
53,45-54,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,test,0
31,25-34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States,test,1
60,55-64,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,25,Iran,test,0
23,17-24,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,train,0
72,65+,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,1429,20,United-States,test,0
48,45-54,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,train,0
59,55-64,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,43,United-States,test,0
24,17-24,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,train,0
66,65+,,7th-8th,4,Never-married,,Not-in-family,White,Male,0,0,4,United-States,train,0
21,17-24,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,50,United-States,test,0
30,25-34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,test,0
27,25-34,Private,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,test,0
49,45-54,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,train,0
42,35-44,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,train,0
52,45-54,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,,train,1
31,25-34,Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,0,0,3,United-States,train,0
43,35-44,Local-gov,HS-grad,9,Divorced,Tech-support,Not-in-family,Black,Female,0,0,40,United-States,train,0
25,25-34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,train,1
21,17-24,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Male,0,0,16,United-States,train,0
32,25-34,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,train,0
53,45-54,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,train,0
45,45-54,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,train,1
43,35-44,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,50,United-States,train,0
27,25-34,Federal-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,35,United-States,train,0
25,25-34,Private,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,train,0
59,55-64,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,train,1
31,25-34,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,50,United-States,train,0
51,45-54,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States,train,0
41,35-44,,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0,0,30,United-States,train,1
26,25-34,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Other,Female,0,0,35,United-States,train,0
22,17-24,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,32,United-States,train,0
49,45-54,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,Canada,test,0
20,17-24,Private,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,2,United-States,test,0
22,17-24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,train,0
60,55-64,Self-emp-not-inc,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,67,United-States,test,1
61,55-64,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,train,1
40,35-44,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States,train,1
20,17-24,,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,train,0
38,35-44,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,test,0
27,25-34,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,test,0
42,35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,train,0
32,25-34,State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,train,0
24,17-24,Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,45,United-States,train,0
